AccSpeciesName,count,AccSpeciesID,Genus,SpeciesEpithet,Family,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,param_count_before,param_count_after,PFT
Margaritaria discoidea,23,35493,Margaritaria,discoidea,Euphorbiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Markhamia obtusifolia,2,35528,Markhamia,obtusifolia,Bignoniaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Microberlinia bisulcata,2,36593,Microberlinia,bisulcata,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Milicia excelsa,19,36747,Milicia,excelsa,Moraceae,tree,broadleaved,deciduous,C3,4,4,BDT
Millettia drastica,7,36766,Millettia,drastica,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Millettia griffoniana,1,36770,Millettia,griffoniana,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Millettia laurentii,3,36771,Millettia,laurentii,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Millettia usaramensis,1,36787,Millettia,usaramensis,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Mitragyna inermis,5,36979,Mitragyna,inermis,Rubiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Monodora angolensis,4,37133,Monodora,angolensis,Annonaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Monodora junodii,2,37135,Monodora,junodii,Annonaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Moringa oleifera,20,37282,Moringa,oleifera,Moringaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Mundulea sericea,2,37421,Mundulea,sericea,Fabaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Nectaropetalum kaessneri,2,37865,Nectaropetalum,kaessneri,Erythroxylaceae,tree,broadleaved,deciduous,,2,3,BDT
Nesogordonia papaverifera,48,38144,Nesogordonia,papaverifera,Sterculiaceae,tree,broadleaved,deciduous,,1,3,BDT
Newtonia buchananii,13,38175,Newtonia,buchananii,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Newtonia paucijuga,1,38180,Newtonia,paucijuga,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Oldfieldia dactylophylla,1,38815,Oldfieldia,dactylophylla,Euphorbiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Oldfieldia somalensis,1,38816,Oldfieldia,somalensis,Euphorbiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Oncoba spinosa,3,38947,Oncoba,spinosa,Flacourtiaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Ormocarpum trichocarpum,12,39224,Ormocarpum,trichocarpum,Fabaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Ozoroa insignis,75,70108,Ozoroa,insignis,Anacardiaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Ozoroa obovata,5,39702,Ozoroa,obovata,Anacardiaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Parkia bicolor,7,40346,Parkia,bicolor,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Parkia biglobosa,11,40348,Parkia,biglobosa,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Peltophorum africanum,18,40832,Peltophorum,africanum,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Pericopsis angolensis,5,41092,Pericopsis,angolensis,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Philenoptera laxiflora,2,70412,Philenoptera,laxiflora,Fabaceae,tree,broadleaved,deciduous,,1,3,BDT
Philenoptera nelsii,4,70414,Philenoptera,nelsii,Fabaceae,tree,broadleaved,deciduous,,1,3,BDT
Philenoptera violacea,5,41493,Philenoptera,violacea,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Phyllanthus inflatus,2,41727,Phyllanthus,inflatus,Euphorbiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Phyllanthus pinnatus,4,41760,Phyllanthus,pinnatus,Euphorbiaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Pistacia atlantica,1,42348,Pistacia,atlantica,Anacardiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Platymiscium pinnatum,26,42632,Platymiscium,pinnatum,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Plectroniella armata,15,42684,Plectroniella,armata,Rubiaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Pouteria pierrei,2,43897,Pouteria,pierrei,Sapotaceae,tree,broadleaved,deciduous,,2,3,BDT
Prosopis africana,1,44122,Prosopis,africana,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Prosopis chilensis,1,44128,Prosopis,chilensis,Fabaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Pseudocedrela kotschyi,5,44496,Pseudocedrela,kotschyi,Meliaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Pseudolachnostylis maprouneifolia,12,44515,Pseudolachnostylis,maprouneifolia,Euphorbiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Psorospermum febrifugum,5,44643,Psorospermum,febrifugum,Clusiaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Pterocarpus angolensis,6,44841,Pterocarpus,angolensis,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Pterocarpus erinaceus,87,44847,Pterocarpus,erinaceus,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Pterocarpus lucens,7,44850,Pterocarpus,lucens,Fabaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Pterocarpus rotundifolius,8,44856,Pterocarpus,rotundifolius,Fabaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Pterygota macrocarpa,18,44958,Pterygota,macrocarpa,Sterculiaceae,tree,broadleaved,deciduous,,1,3,BDT
Quercus afares,2,45313,Quercus,afares,Fagaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Quercus faginea,2,45374,Quercus,faginea,Fagaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Ricinodendron heudelotii,29,46555,Ricinodendron,heudelotii,Euphorbiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Schinziophyton rautanenii,6,48821,Schinziophyton,rautanenii,Euphorbiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Schrebera trichoclada,2,48991,Schrebera,trichoclada,Oleaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Sclerocarya birrea,33,49124,Sclerocarya,birrea,Anacardiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Securidaca longipedunculata,5,49337,Securidaca,longipedunculata,Polygalaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Senna singueana,2,49707,Senna,singueana,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Senna spectabilis,1,49711,Senna,spectabilis,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Sindoropsis letestui,1,50373,Sindoropsis,letestui,Fabaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Sorindeia juglandifolia,1,51166,Sorindeia,juglandifolia,Anacardiaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Spondias mombin,10,51422,Spondias,mombin,Anacardiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Steganotaenia araliacea,4,51609,Steganotaenia,araliacea,Apiaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Sterculia africana,2,51728,Sterculia,africana,Sterculiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Sterculia appendiculata,2,51733,Sterculia,appendiculata,Sterculiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Sterculia dawei,4,51746,Sterculia,dawei,Sterculiaceae,tree,broadleaved,deciduous,,1,3,BDT
Sterculia oblonga,22,51761,Sterculia,oblonga,Sterculiaceae,tree,broadleaved,deciduous,,1,3,BDT
Sterculia rhinopetala,28,51774,Sterculia,rhinopetala,Sterculiaceae,tree,broadleaved,deciduous,,1,3,BDT
Sterculia setigera,1,51782,Sterculia,setigera,Sterculiaceae,tree,broadleaved,deciduous,,1,3,BDT
Sterculia tragacantha,11,51792,Sterculia,tragacantha,Sterculiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Stereospermum kunthianum,5,51805,Stereospermum,kunthianum,Bignoniaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Strychnos cocculoides,3,52109,Strychnos,cocculoides,Loganiaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Strychnos innocua,8,52122,Strychnos,innocua,Loganiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Strychnos madagascariensis,13,52127,Strychnos,madagascariensis,Loganiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Strychnos spinosa,14,52149,Strychnos,spinosa,Loganiaceae,tree,broadleaved,deciduous,,1,3,BDT
Terminalia avicennioides,101,53664,Terminalia,avicennioides,Combretaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Terminalia brachystemma,6,53672,Terminalia,brachystemma,Combretaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Terminalia glaucescens,98,53702,Terminalia,glaucescens,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Terminalia ivorensis,2,53709,Terminalia,ivorensis,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Terminalia kilimandscharica,19,71906,Terminalia,kilimandscharica,Combretaceae,tree,broadleaved,deciduous,,1,3,BDT
Terminalia laxiflora,200,53717,Terminalia,laxiflora,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Terminalia macroptera,93,53722,Terminalia,macroptera,Combretaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Terminalia mollis,3,53729,Terminalia,mollis,Combretaceae,tree,broadleaved,deciduous,C3,3,4,BDT
Terminalia prunioides,4,53747,Terminalia,prunioides,Combretaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Terminalia sericea,29,53757,Terminalia,sericea,Combretaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Terminalia stenostachya,3,53764,Terminalia,stenostachya,Combretaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Thespesia acutiloba,3,54130,Thespesia,acutiloba,Malvaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Trimeria grandifolia,9,55089,Trimeria,grandifolia,Flacourtiaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Triplochiton scleroxylon,83,55131,Triplochiton,scleroxylon,Sterculiaceae,tree,broadleaved,deciduous,,1,3,BDT
Uvaria welwitschii,4,55668,Uvaria,welwitschii,Annonaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Vangueria infausta,1,55822,Vangueria,infausta,Rubiaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Vangueria madagascariensis,2,55824,Vangueria,madagascariensis,Rubiaceae,shrub/tree,broadleaved,deciduous,,2,3,BDT
Vepris zambesiaca,1,55962,Vepris,zambesiaca,Rutaceae,shrub/tree,broadleaved,deciduous,C3,3,4,BDT
Vitex chrysocarpa,5,56669,Vitex,chrysocarpa,Verbenaceae,tree,broadleaved,deciduous,C3,1,4,BDT
Vitex fischeri,1,56681,Vitex,fischeri,Verbenaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Vitex keniensis,1,56687,Vitex,keniensis,Verbenaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Vitex welwitschii,17,56725,Vitex,welwitschii,Verbenaceae,tree,broadleaved,deciduous,C3,2,4,BDT
Wrightia natalensis,9,57094,Wrightia,natalensis,Apocynaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Ximenia americana,14,57223,Ximenia,americana,Olacaceae,shrub/tree,broadleaved,deciduous,,3,3,BDT
Ximenia caffra,28,57224,Ximenia,caffra,Olacaceae,tree,broadleaved,deciduous,C3,4,4,BDT
Ziziphus mauritiana,13,57557,Ziziphus,mauritiana,Rhamnaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Ziziphus mucronata,63,57561,Ziziphus,mucronata,Rhamnaceae,shrub/tree,broadleaved,deciduous,C3,4,4,BDT
Terminalia schimperi,358,NA,Terminalia,schimperi,Combretaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia senegal,107,NA,Senegalia,senegal,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Combretum adenogonium,103,NA,Combretum,adenogonium,Combretaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia dudgeonii,88,NA,Senegalia,dudgeonii,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Dichaetanthera oblongifolia,40,NA,Dichaetanthera,oblongifolia,Melastomataceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia nigrescens,34,NA,Senegalia,nigrescens,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Lannea barteri,28,NA,Lannea,barteri,Anacardiaceae,tree,broadleaved,deciduous,,0,3,BDT
Combretum lokele,22,NA,Combretum,lokele,Combretaceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia gerrardii,20,NA,Vachellia,gerrardii,Asteraceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia natalitia,20,NA,Vachellia,natalitia,Asteraceae,tree,broadleaved,deciduous,,0,3,BDT
Handroanthus guayacan,19,NA,Handroanthus,guayacan,Bignoniaceae,tree,broadleaved,deciduous,,0,3,BDT
Noronhia foveolata,19,NA,Noronhia,faveolata,Oleaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia ataxacantha,19,NA,Senegalia,ataxacantha,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia caffra,18,NA,Senegalia,caffra,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Muellera sericea,16,NA,Muellera,sericea,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia mellifera,16,NA,Senegalia,mellifera,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Searsia chirindensis,14,NA,Searsia,chirindensis,Anacardiaceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia robusta,13,NA,Vachellia,robusta,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Erythrina mildbraedii,12,NA,Erythrina,mildbraedii,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia sieberiana,9,NA,Vachellia,sieberiana,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia exuvialis,8,NA,Vachellia,exuvialis,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Aganope stuhlmannii,7,NA,Aganope,stuhlmannii,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Daniella oliveri,6,NA,Daniella,oliveri,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Searsia dentata,6,NA,Searsia,dentata,Anacardiaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia fleckii,6,NA,Senegalia,fleckii,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia grandicornuta,6,NA,Vachellia,fgrandicornuta,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Searsia laevigata,5,NA,Searsia,laevigata,Anacardiaceae,tree,broadleaved,deciduous,,0,3,BDT
Dichrostachys cinerea subsp. africana,4,NA,Dichrostachys,cinera,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia polyacantha,4,NA,Senegalia,polyacantha,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Terminalia engleri,4,NA,Terminalia,engleri,Combretaceae,tree,broadleaved,deciduous,,0,3,BDT
Gymnosporia heterophylla,3,NA,Gymnosporia,heterophylla,Celastraceae,tree,broadleaved,deciduous,,0,3,BDT
Gymnosporia undata,3,NA,Gymnosporia,undata,Celastraceae,tree,broadleaved,deciduous,,0,3,BDT
Intsia africana,3,NA,Intsia,africana,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia goetzei,3,NA,Senegalia,goetzei,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Strychnos madagascalensis,3,NA,Strychnos,madagascalensis,Loganiaceae,tree,broadleaved,deciduous,,0,3,BDT
Acacia polyacantha subsp. campylacantha,2,NA,Acacia,polyacantha,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Diospyros physocalycina,2,NA,Diospyros,physocalycina,Ebenaceae,tree,broadleaved,deciduous,,0,3,BDT
Ehretia cymosa var. silvatica,2,NA,Ehretia,cymosa,Boraginaceae,tree,broadleaved,deciduous,,0,3,BDT
Englerodendron graciliflorum,2,NA,Englerodendron,graciliflorum,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Lecaniodiscus fraxinifolia,2,NA,Lecaniodiscus,fraxinifolia,Sapindaceae,tree,broadleaved,deciduous,,0,3,BDT
Leplaea laurentii,2,NA,Leplaea,laurentii,Meliaceae,tree,broadleaved,deciduous,,0,3,BDT
Ohlorophora excelsa,2,NA,Ohlorophora,excelsa,Moraceae,tree,broadleaved,deciduous,,0,3,BDT
Sclerocroton integerrimus,2,NA,Sclerocroton,integerrimus,Euphorbiaceae,tree,broadleaved,deciduous,,0,3,BDT
Terminalia schimperiana,2,NA,Terminalia,schimperiana,Combretaceae,tree,broadleaved,deciduous,,0,3,BDT
Terminalia tetraptera,2,NA,Terminalia,tetraptera,Combretaceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia davyi,2,NA,Vachellia,davyi,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Vachellia haematoxylon,2,NA,Vachellia,haematoxylon,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Ziziphus mucronata subsp. mucronata,2,NA,Ziziphus,mucronata,Rhamnaceae,tree,broadleaved,deciduous,,0,3,BDT
Commiphora viminea,1,NA,Commiphora,viminea,Burseraceae,tree,broadleaved,deciduous,,0,3,BDT
Dombeya quinqueseta,1,NA,Dombeya,quinqueseta,Malvaceae,tree,broadleaved,deciduous,,0,3,BDT
Senegalia erubescens,1,NA,Senegalia,erubescens,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Antiaris sp,2,NA,Antiaris,,Moraceae,tree,broadleaved,deciduous,,0,3,BDT
Musanga leo-errerae,1,NA,Musanga,leo-errerea,Urticaceae,tree,broadleaved,deciduous,,0,3,BDT
Pterocarpus tessmannii,7,NA,Pterocarpus,tessmannii,Fabaceae,tree,broadleaved,deciduous,,0,3,BDT
Shirakiopsis elliptica,9,NA,Shirakiopsis,elliptica,Euphorbiaceae,tree,broadleaved,deciduous,,0,3,BDT
Cedrus atlantica,32,11381,Cedrus,atlantica,Pinaceae,tree,needleleaved,evergreen,C3,4,4,NET
Pinus caribaea,1,42104,Pinus,caribaea,Pinaceae,tree,needleleaved,evergreen,C3,4,4,NET
Pinus elliottii,3,42120,Pinus,elliottii,Pinaceae,tree,needleleaved,evergreen,C3,4,4,NET
Pinus patula,1,42164,Pinus,patula,Pinaceae,tree,needleleaved,evergreen,C3,4,4,NET
Pinus radiata,1,42174,Pinus,radiata,Pinaceae,tree,needleleaved,evergreen,C3,4,4,NET
Hesperocyparis benthamii,1,NA,Hesperocyparis,benthamii,Cupressaceae,tree,needleleaved,evergreen,,0,3,NET
Hesperocyparis lusitanica,1,NA,Hesperocyparis,lusitanica,Cupressaceae,tree,needleleaved,evergreen,,0,3,NET
Hesperocyparis macrocarpa,1,NA,Hesperocyparis,macrocarpa,Cupressaceae,tree,needleleaved,evergreen,,0,3,NET
Abutilon angulatum,2,99,Abutilon,angulatum,Malvaceae,herb/shrub,broadleaved,evergreen,C3,4,4,ESH
Acacia longifolia,33,434,Acacia,longifolia,Fabaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Acalypha bipartita,2,708,Acalypha,bipartita,Euphorbiaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Acalypha fruticosa,2,724,Acalypha,fruticosa,Euphorbiaceae,shrub,broadleaved,evergreen,,2,3,ESH
Acanthosicyos horridus,1,65231,Acanthosicyos,horridus,Cucurbitaceae,shrub,without leaves,evergreen,,2,3,ESH
Achyranthes aspera,40,941,Achyranthes,aspera,Amaranthaceae,herb/shrub,broadleaved,evergreen,C3,4,4,ESH
Adenia cissampeloides,2,65283,Adenia,cissampeloides,Passifloraceae,shrub,broadleaved,evergreen,,0,3,ESH
Adenia mcdadiana,2,72641,Adenia,mcdadiana,Passifloraceae,shrub,broadleaved,evergreen,,0,3,ESH
Adenia metamorpha,2,72642,Adenia,metamorpha,Passifloraceae,shrub,broadleaved,evergreen,,0,3,ESH
Ageratum conyzoides,60,1733,Ageratum,conyzoides,Asteraceae,herb,broadleaved,evergreen,C3,4,4,ESH
Alafia barteri,6,65369,Alafia,barteri,Apocynaceae,shrub,broadleaved,evergreen,,2,3,ESH
Alafia microstylis,2,2181,Alafia,microstylis,Apocynaceae,shrub,broadleaved,evergreen,,2,3,ESH
Allocassine laurifolia,1,2592,Allocassine,laurifolia,Celastraceae,shrub,broadleaved,evergreen,,2,3,ESH
Allophylus cobbe,39,2649,Allophylus,cobbe,Sapindaceae,shrub,broadleaved,evergreen,,3,3,ESH
Anisotes sessiliflorus,2,3858,Anisotes,sessiliflorus,Acanthaceae,shrub,broadleaved,evergreen,,2,3,ESH
Anthospermum aethiopicum,12,65596,Anthospermum,aethiopicum,Rubiaceae,herb,broadleaved,evergreen,,2,3,ESH
Anthospermum herbaceum,40,4011,Anthospermum,herbaceum,Rubiaceae,herb/shrub,broadleaved,evergreen,,2,3,ESH
Apodostigma pallens,4,4247,Apodostigma,pallens,Celastraceae,shrub,broadleaved,evergreen,,2,3,ESH
Aristea capitata,1,65676,Aristea,capitata,Iridaceae,herb,broadleaved,evergreen,,2,3,ESH
Artabotrys modestus,2,5146,Artabotrys,modestus,Annonaceae,shrub,broadleaved,evergreen,,1,3,ESH
Artabotrys monteiroae,2,5147,Artabotrys,monteiroae,Annonaceae,shrub,broadleaved,evergreen,,2,3,ESH
Artemisia herba-alba,127,5194,Artemisia,herba-alba,Asteraceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Asparagus aethiopicus,10,5527,Asparagus,aethiopicus,Asparagaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Asparagus officinalis,2,5540,Asparagus,officinalis,Asparagaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Aspilia mossambicensis,2,5632,Aspilia,mossambicensis,Asteraceae,herb/shrub,broadleaved,evergreen,,2,3,ESH
Athanasia trifurcata,10,65858,Athanasia,trifurcata,Asteraceae,shrub,broadleaved,evergreen,,1,3,ESH
Aulax umbellata,34,6225,Aulax,umbellata,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
Azima tetracantha,2,6470,Azima,tetracantha,Salvadoraceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Baissea axillaris,2,6625,Baissea,axillaris,Apocynaceae,shrub,broadleaved,evergreen,,2,3,ESH
Baissea multiflora,5,6627,Baissea,multiflora,Apocynaceae,shrub,broadleaved,evergreen,,3,3,ESH
Basella alba,2,6945,Basella,alba,Basellaceae,herb,broadleaved,evergreen,,2,3,ESH
Berzelia abrotanoides,13,7298,Berzelia,abrotanoides,Bruniaceae,shrub,broadleaved,evergreen,,3,3,ESH
Berzelia lanuginosa,4,7299,Berzelia,lanuginosa,Bruniaceae,shrub,broadleaved,evergreen,,3,3,ESH
Bidens pilosa,64,7402,Bidens,pilosa,Asteraceae,herb,broadleaved,evergreen,C3,3,4,ESH
Cadaba farinosa,4,9017,Cadaba,farinosa,Capparaceae,shrub,broadleaved,evergreen,C3,2,4,ESH
Cajanus cajan,1,9077,Cajanus,cajan,Fabaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Callitriche antarctica,2,9588,Callitriche,antarctica,Callitrichaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Capparis erythrocarpos,4,10185,Capparis,erythrocarpos,Capparaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Capparis sepiaria,26,10216,Capparis,sepiaria,Capparaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Carissa bispinosa,22,10733,Carissa,bispinosa,Apocynaceae,shrub,broadleaved,evergreen,,3,3,ESH
Carissa spinarum,34,10742,Carissa,spinarum,Apocynaceae,shrub,broadleaved,evergreen,,2,3,ESH
Carissa tetramera,2,10743,Carissa,tetramera,Apocynaceae,shrub,broadleaved,evergreen,,2,3,ESH
Carpobrotus acinaciformis,20,10787,Carpobrotus,acinaciformis,Aizoaceae,shrub,broadleaved,evergreen,,3,3,ESH
Carpolobia goetzei,2,10800,Carpolobia,goetzei,Polygalaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Cassinopsis ilicifolia,19,11031,Cassinopsis,ilicifolia,Icacinaceae,shrub,broadleaved,evergreen,,2,3,ESH
Centella asiatica,57,11648,Centella,asiatica,Apiaceae,herb,broadleaved,evergreen,,3,3,ESH
Centrosema pubescens,1,11698,Centrosema,pubescens,Fabaceae,herb,broadleaved,evergreen,C3,4,4,ESH
Chamaecrista absus,4,11965,Chamaecrista,absus,Fabaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Chassalia cristata,4,12107,Chassalia,cristata,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Chromolaena odorata,44,12595,Chromolaena,odorata,Asteraceae,shrub,broadleaved,evergreen,,3,3,ESH
Cissus populnea,2,66667,Cissus,populnea,Vitaceae,shrub,broadleaved,evergreen,,1,3,ESH
Cissus producta,4,13113,Cissus,producta,Vitaceae,shrub,broadleaved,evergreen,,2,3,ESH
Cissus verticillata,6,13130,Cissus,verticillata,Vitaceae,shrub,broadleaved,evergreen,,1,3,ESH
Cleome gynandra,39,13431,Cleome,gynandra,Capparaceae,herb,broadleaved,evergreen,C3,3,4,ESH
Clerodendrum capitatum,2,66720,Clerodendrum,capitatum,Verbenaceae,shrub,broadleaved,evergreen,,0,3,ESH
Clerodendrum fuscum,2,66722,Clerodendrum,fuscum,Verbenaceae,shrub,broadleaved,evergreen,,0,3,ESH
Clerodendrum splendens,2,66729,Clerodendrum,splendens,Verbenaceae,shrub,broadleaved,evergreen,,0,3,ESH
Cliffortia ruscifolia,19,13547,Cliffortia,ruscifolia,Rosaceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Colocasia esculenta,51,13920,Colocasia,esculenta,Araceae,herb,broadleaved,evergreen,C3,4,4,ESH
Combretum paniculatum,10,14050,Combretum,paniculatum,Combretaceae,shrub,broadleaved,evergreen,,2,3,ESH
Commiphora rostrata,1,14133,Commiphora,rostrata,Burseraceae,shrub,broadleaved,evergreen,C3,3,4,ESH
Commiphora saxicola,1,66812,Commiphora,saxicola,Burseraceae,shrub,broadleaved,evergreen,,1,3,ESH
Coptosperma graveolens,2,66870,Coptosperma,graveolens,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Crassocephalum crepidioides,4,14998,Crassocephalum,crepidioides,Asteraceae,herb,broadleaved,evergreen,,3,3,ESH
Crassula pellucida,60,66955,Crassula,pellucida,Crassulaceae,shrub,broadleaved,evergreen,,2,3,ESH
Crassula rupestris,2,15037,Crassula,rupestris,Crassulaceae,shrub,broadleaved,evergreen,CAM,4,4,ESH
Craterispermum laurinum,1,15130,Craterispermum,laurinum,Rubiaceae,shrub,broadleaved,evergreen,,1,3,ESH
Cryptolepis sanguinolenta,2,67030,Cryptolepis,sanguinolenta,Asclepiadaceae,shrub,broadleaved,evergreen,,1,3,ESH
Culcasia falcifolia,59,67039,Culcasia,falcifolia,Araceae,shrub,broadleaved,evergreen,,1,3,ESH
Cyphostemma adenocaule,8,16489,Cyphostemma,adenocaule,Vitaceae,shrub,broadleaved,evergreen,,2,3,ESH
Deinbollia oblongifolia,2,17129,Deinbollia,oblongifolia,Sapindaceae,shrub,broadleaved,evergreen,,2,3,ESH
Diastella divaricata,7,17646,Diastella,divaricata,Proteaceae,shrub,broadleaved,evergreen,C3,4,4,ESH
